"Singapore Noodles with Shrimp","40 min","https://www.simplyrecipes.com/author/sheryl-julian/","Gluten-Free","This easy noodle stir-fry comes together in just over ten minutes! Leave the take-out menu in the drawer and make this one at home."
"Classic King Crab","13 min","https://www.simplyrecipes.com/author/hank-shaw/","Gluten-Free, Low Carb","Alaskan King Crab steamed briefly and served with melted butter."
"Spaghetti with Tomatoes, Bacon, and Eggs","20 min","https://www.simplyrecipes.com/author/sally-vargas/","","Spaghetti with Tomatoes, Bacon, and Eggs—the ultimate comfort food! Ready in the time it takes to cook the spaghetti. Such a perfect combination, so easy for a weeknight dinner."
"Korean Beef Skewers","48 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Low Carb, Paleo","Grilled beef skewers with a spicy Korean marinade. Quick and easy Paleo dinner."
"Ginger-Soy Steamed Salmon with Spicy Maple Sauce","30 min","https://www.simplyrecipes.com/author/nick-evans/","Paleo","In this installment of Eat Your Food! from our writer Nick Evans, he feeds his kids Ginger-Soy Steamed Salmon with Spicy Maple Sauce. Regardless of whether you have tiny mouths to feed, this cooks quickly in a steamer basket and makes for a well-rounded, flavorful dinner."
"Pressure Cooker Turkey with Dijon Gravy","1 hr, 10 min","https://www.simplyrecipes.com/author/coco-morante/","","Pressure Cooker Turkey with Dijon Gravy! Make with turkey legs or thighs, or bone-in half-breasts. Ready in about an hour. Works well for a family dinner or small holiday gathering."
"Pan Seared Salmon with Avocado Remoulade","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Pan seared salmon with a creamy avocado remoulade sauce, avocados puréed with lime juice, olive oil, shallots, parsley, and Dijon."
"Chicken Curry in a Hurry","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","A quick, tasty, and filling recipe for chicken curry."
"Shrimp with Snow Peas","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb","A classic Chinese stir fry of shrimp and snow peas with a mild ginger-garlic sauce."
"Easy Vegetable Fried Rice","30 min","https://www.simplyrecipes.com/author/katie-workman/","Vegetarian","Skip the wait for take-out, and make this Easy Vegetable Stir Fried Rice instead! It uses up a mess of vegetables along with leftover rice and some eggs for protein, and it's ready in a half an hour."
"Chicken Breasts with Mustard Cream Sauce","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","Easy recipe for chicken breasts with a quick mustard cream sauce! Ready in under 30 minutes. Great with rice, pasta, or a green salad."
"Tuna Pasta with Tomato and Olives","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy to make! Pasta with sauce of tuna, tomato, garlic, shallots, olives, parsley."
"Baked Chicken Parmesan","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Baked Chicken Parmesan! EASY and quick, simply bread the chicken cutlets with Parmesan and crumbs, bake in the oven, and top with a fresh, homemade tomato sauce. This baked chicken parmesan is delicious. Serve with noodles."
"Pan Simmered Pacific Black Cod","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb","Pacific black cod (sable fish) cooked in a broth of sake, rice vinegar, soy sauce and oil, delicious!"
"Broccoli and Cheddar Quesadillas","30 min","https://www.simplyrecipes.com/author/nick-evans/","Vegetarian","Welcome to Eat Your Food! It's our recipe column with real meals for real kids. This broccoli and cheddar quesadilla may just make a believer out of your kids—and the spicy pico de gallo keeps it interesting for adventurous kids and adults alike."
"Sautéed Petrale Sole in Herb Butter Sauce","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Pacific petrale sole fillets, quickly sauteed and served with a sauce of white wine, shallots, butter, and herbs."
"Pork Chops with Braised Cabbage","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Seared cabbage and onions that are then braised with caraway, celery seed, mustard and a little stock or water."
"Cod with Tomato and Orange","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Cod fillets cooked in onions, green olives, tomatoes and orange slices."
"Pasta with Tuna and Arugula","25 min","https://www.simplyrecipes.com/author/elise-bauer/","","Quick, easy, and surprisingly delicious, pasta with wilted arugula and a sauce made of olive oil, garlic, red pepper flakes and canned tuna."
"Pasta Pomodoro with Shrimp","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Pasta Pomodoro—angel hair pasta tossed with sautéed shrimp, garlic, tomatoes, and basil. Only 30 minutes!"
"Mediterranean Chickpea Bowls with Tahini Sauce","25 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Vegan, Vegetarian","Mediterranean chickpea bowls with creamy tahini sauce! Made with spiced chickpeas, spinach, cherry tomatoes, cucumbers, red onions, and brown rice. Great make-ahead meal for lunches or dinners."
"Shrimp Cakes","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Healthy","These easy Shrimp Cakes are such a good weeknight meal. They're made with shrimp and sweet potatoes mixed with garlic and other spices. Serve with tartar sauce and coleslaw!"
"Quick Beef Stir-Fry with Bell Peppers","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Quick stir-fried beef strips with sliced onions and red and green bell peppers."
"Weeknight Chicken Ramen","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","A warm bowl of ramen need not be a big ordeal of time or fuss, as this weeknight chicken ramen attests. Boost store-bought chicken broth with some flavor enhancers and assemble your bowls in under 30 minutes."
"Chicken with Creamy Mushroom Sage Sauce","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Skinless, boneless chicken breasts with a creamy mushroom sauce with vermouth, cream, and sage."
"Pork Chops with Pomegranate Glaze","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free","Pan-seared pork chops with a quick pomegranate juice glaze. Top with pomegranate seeds and parsley. 30 minutes to make."
"Shrimp, Lemon, Spinach Linguine","45 min","https://www.simplyrecipes.com/author/elise-bauer/","","Sautéed shrimp with caramelized lemons, tossed with shallots, spinach and linguine. Delicious!"
"Honey Apple Cider Glazed Salmon","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Honey Glazed Salmon Recipe with the addition of apple cider for a delicious caramelized flavor. Salmon fillets are cooked in a honey and apple cider glaze on stovetop, then served over fresh wilted spinach."
"Chicken and Apples in Honey Mustard Sauce","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Simple and quick chicken breast with apples cooked in broth, with a honey mustard sauce."
"Easy Croque-Madame (Ham and Grilled Cheese Sandwich with Fried Egg)","20 min","https://www.simplyrecipes.com/author/sheryl-julian/","","Ever had a Croque-Madame? This is a classic French ham and grilled cheese sandwich, topped with a fried egg! Great for an easy lunch or dinner."
"Baked Scallops","35 min","https://www.simplyrecipes.com/author/elise-bauer/","","These baked scallops are so easy and delicious! First, simmer them with a little wine, and then briefly bake them with a creamy sauce."
"Pot Sticker Stir-Fry + First Look at Nom Nom Paleo’s New Cookbook","40 min","https://www.simplyrecipes.com/author/coco-morante/","Gluten-Free, Low Carb, Paleo","Pot Sticker Stir-Fry from Michelle Tam's new Nom Nom Paleo book "Ready or Not!" It's like eating pot stickers, but without the wrapper. Made with carrots, mushrooms, ginger, pork, and Napa cabbage."
"Coconut Curry Mussels","30 min","https://www.simplyrecipes.com/author/garrett-mccord/","Gluten-Free, Low Carb, Paleo","Looking for a mussels recipe with Wow factor? This is it. Fresh mussels cooked in and served with a spicy coconut curry broth."
"Salmon Avocado Poke Bowl","20 min","https://www.simplyrecipes.com/author/lisa-lin/","Gluten-Free","Hawaiian poke is a rice bowl topped with fresh fish and lots of fun toppings, like avocado! A super simple, light meal. Look for sushi-grade salmon when shopping."
"Quick and Easy Shrimp with Angel Hair Pasta","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy 30-min dinner! Shrimp sautéed in olive oil with ginger, garlic, and colorful red and green bell pepper, tossed with angel hair pasta."
"Grilled Salmon with Dill Butter","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Simple and easy, grilled salmon with dill butter and lemon. Low carb and paleo too!"
"Hanger Steak with Shallots","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Tender juicy hanger steak! Learn how to cook hanger steak by quickly sautéing and served with a sauce of shallots and butter in a wine reduction."
"Cilantro Lime Shrimp","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb, Paleo","Cilantro lime shrimp! Simple sautéed shrimp with garlic, cilantro, green chile and lime."
"Skillet Shrimp and Asparagus","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Skillet Shrimp and Asparagus, only use one pan! Quick, easy, and delicious, perfect for a midweek meal."
"Grilled Flank Steak with Mushrooms","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Grilled Flank Steak with Mushrooms is the perfect summer dinner: fast, easy, and delicious, plus it feeds the whole family. Don't skip the mushrooms! They're simmered with rosemary and red wine, and make this simple dinner feel restaurant-worthy."
"Hoisin Glazed Baked Salmon","45 min","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb","Quick and easy broiled salmon fillets with a hoisin sauce glaze."
"Tilapia with Olives, Mushrooms, and Tomatoes","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","One of our favorite tilapia recipes! This quick and easy one-pan meal is cooks the tilapia with onions, garlic, diced tomatoes, mushrooms, and olives."
"Chicken Prosciutto","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Chicken prosciutto! with boneless, skinless chicken breasts with butter toasted sage, wrapped in prosciutto."
"Broccoli, Chicken, and Almond Sauté","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Broccoli, first blanched, then sautéed briefly with sliced grilled chicken, toasted almonds, sesame oil, and red chile flakes."
"How to Cook Chicken in the Instant Pot","35 min","https://www.simplyrecipes.com/author/coco-morante/","Low Carb, Paleo","Need chicken fast? The pressure cooker is the way to go! This method is fast, simple, and fool proof. Keep the seasoning simple or mix it up depending on how you're serving the chicken."
"Fettuccine with Creamy Tomato Italian Sausage Sauce","51 min","https://www.simplyrecipes.com/author/elise-bauer/","","Fettuccine pasta with a rich and creamy, tomato and Italian sausage sauce.  Absolute crowd pleaser."
"Pork Stir Fry with Green Onion","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Lean pork sliced into shreds and stir-fried Chinese style with green onions and garlic."
"Lemon Pesto Turkey Pasta","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","This Lemon Pesto Turkey Pasta is an easy way to use up leftover holiday turkey! With bowtie pasta, basil pesto and lemon zest, carbonara style"
"Shrimp with Olives, Tomatoes, and Orzo","35 min","https://www.simplyrecipes.com/author/elise-bauer/","","This Shrimp Orzo with Olives and Tomatoes is a perfect easy midweek dinner with shrimp, black olives, fresh tomatoes, capers, garlic, arugula, and orzo pasta."
"Teriyaki Chicken Breasts","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Easy Teriyaki Chicken! How to make teriyaki chicken with skinless chicken breasts poached in homemade teriyaki sauce, served with toasted sesame seeds. Quick and easy 30-min recipe!"
"Chipotle Meatballs","45 min","https://www.simplyrecipes.com/author/elise-bauer/","","Ground pork formed into meatballs with minced bacon, garlic, eggs, bread crumbs, and oregano, cooked with a chipotle chili and tomato sauce."
"Mediterranean Chicken Salad","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Easy, healthy Mediterranean style chicken salad! With olive oil, vinegar, olives, capers, onions and fresh herbs."
"Danish Pork Burgers","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Danish frikadeller pork burgers recipe. Ground pork mixed with eggs, crumbled saltine crakers and onions, shaped into patties and fried. Serve with Dijon mustard."
"Shrimp with Zucchini Noodles and Lemon-Garlic Butter","45 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Paleo","Zucchini noodles with shrimp! Toss with lemon-garlic butter for a quick, easy dinner. Ready in 30 minutes."
"Rosemary Duck with Apricots","2 hrs, 10 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Duck breast seasoned with rosemary and served with a sweet sour apricot sauce."
"Shell Pasta with Sausage and Greens","45 min","https://www.simplyrecipes.com/author/elise-bauer/","","Shell pasta with sausage and greens, made with shell pasta, Italian sausage, and kale or broccoli rabe."
"Salmon with Fennel Baked in Parchment","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Quick and easy, salmon fillets, nestled on a bed of fennel, dotted with lemon and butter, baked in a pouch of parchment paper."
"Turkey Stew with Peppers and Mushrooms","45 min","https://www.simplyrecipes.com/author/elise-bauer/","","Turkey stew with chunks of turkey, onions, garlic, bell peppers, and mushrooms in a smooth but tangy yogurt-tomato base."
"Cod Poached in Court Bouillon","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Cod poached in water infused with bay leaves, garlic, salt, and olive oil."
"Pasta with Spinach, Mushrooms, and Brown Butter","20 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Brown butter makes everything taste better, especially this pasta with spinach and mushrooms. It's a quick and easy dinner!"
"Skillet Chicken with Baby Bok Choy","30 min","https://www.simplyrecipes.com/author/coco-morante/","Gluten-Free","Chicken cutlets and baby bok choy make a super fast and easy weeknight meal. 30 minutes, start to finish. Cooks all in one pan, so minimal clean up."
"Slow-Roasted Salmon with Sweet Chili Glaze and Scallions","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free, Healthy, Low Carb","Ever slow-roast salmon? So good! Tender and silky. We do this one with a glaze of sweet chili sauce and scallions. Easy dinner party recipe."
"Turmeric Cauliflower Curry","35 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free, Vegetarian","Easy vegetarian Cauliflower Curry with lots of anti-inflammatory Turmeric! With cauliflower, potatoes, tomatoes, and peas. 30 minutes."
"Mozzarella and Tomato Skillet Pita Pizzas","35 min","https://www.simplyrecipes.com/author/sheryl-julian/","Vegetarian","Quick and easy caprese pita pizzas, cooked in a skillet! With tomatoes, mozzarella, basil, and pita bread."
"Mushroom Toast with Fried Egg","25 min","https://www.simplyrecipes.com/author/sheryl-julian/","Vegetarian","Sautéed mushrooms on toast and topped with a fried egg make a satisfying meat-free meal on days when you need something easy. Make it for breakfast, lunch, or dinner — it's good any time of day!"
"Quick Sausage, Kale, and Crouton Sauté from Smitten Kitchen Every Day","30 min","https://www.simplyrecipes.com/author/summer-miller/","","Try this Quick Sausage, Kale, and Crouton Sauté from Deb Perelman's new cookbook, Smitten Kitchen Every Day! It's a fast meal that's easy to adapt and is always a hit at dinner time."
"Soba Noodle Soup with Chicken and Bok Choy","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","This soba noodle soup with chicken and baby bok choy is speedy comfort food! Seasoned with ginger, lime, scallions, and herbs. A true 30-minute meal."
"Tuna Burgers with Dill Olive Mayo","33 min","https://www.simplyrecipes.com/author/summer-miller/","","Tuna burgers to the rescue when you need dinner in a hurry and you're drawing a blank! Grab a can of tuna from the cupboard and you're mostly done. Some dill olive mayo takes it over the top!"
"Pork Chops with Ginger Pear Sauce","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Paleo","Pan-seared pork chops with a sweet and sour pear and ginger sauce. Perfect for the fall, cooks up in minutes and only uses one pot!"
"Pasta with Turkey Meatballs and Roasted Vegetables","45 min","https://www.simplyrecipes.com/author/coco-morante/","","Pasta dinner with turkey meatballs and roasted vegetables. Toss with olive oil, lemon juice, and parsley. Quick, easy, and satisfying. Ready in about 30 minutes."
"Baked Salmon with Avocado Mango Salsa","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Paleo","Oven-baked salmon fillets served with avocado, mango, chile, lime salsa."
"Skillet Chermoula Chicken","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Chicken thighs with spicy chermoula sauce, a North African parsley and cilantro pesto."
"Salmon Provencal","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb, Paleo","Baked salmon provencal recipe with a sauce of fresh tomatoes, fresh chopped herbs, a few shallots, lemon juice, balsamic and olive oil."
"Pork Medallions with Mustard-Caper Sauce","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Pork tenderloin medallions, sauteed in butter and served with a caper mustard cream sauce."
"Chicken, Mushrooms, and Tomatoes with Port Wine","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Pan-cooked boneless, skinless, chicken breasts, with mushrooms, fresh tomatoes, and port wine."
"Shrimp and Artichoke Pasta","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Pasta with shrimp, artichoke hearts, basil pesto, and peas. A great quick, pull-together meal."
"Baked Fish with Parmesan Breadcrumbs","25 min","https://www.simplyrecipes.com/author/simply-recipes-team/","","This easy flounder with Parmesan breadcrumbs is the perfect vacation dinner. It's quick to make with shredded Parmesan Cheese & there's plenty for everyone. Cheesy breadcrumbs FTW!"
"Spicy Garlic Shrimp with Coconut Rice","20 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Here's a classic recipe for Camarones al Ajillo, a.k.a. spicy garlic shrimp! The shrimp gets quickly sautéed with garlic and jalapeno, then mixed with some coconut rice. Serve with coconut rice for a full meal."
"Vietnamese-Style Sticky Chicken Skewers","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free, Paleo","These Vietnamese Sticky Chicken Skewers balance all the flavors—sweet, salty, sour, and savory! Great as a party appetizer or fun weeknight meal."
"Pasta with Roasted Tomatoes and Creamy Herb Cashew Sauce","25 min","https://www.simplyrecipes.com/author/erin-alderson/","Dairy-Free, Vegan, Vegetarian","Pasta? Check. Roasted tomatoes? Check. Creamy vegan cashew sauce? Absolutely CHECK! This recipe is so simple, but it delivers big on both flavor and creaminess. Make the cream sauce ahead of time and dinner is ready in no time."
"Savory Dutch Baby Pancake with Salmon and Fried Egg","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","From its dramatic puffy rise to its whole grain flavor, this Dutch baby pancake is a winner. Top it with smoked salmon and fried eggs and serve it for brunch — or for dinner!"
"Grilled Salmon with Peach Salsa","30 min","https://www.simplyrecipes.com/author/sabrina-modelle/","","A peach-avocado salsa is a delicious complement to this grilled salmon. A grill pan ensures the salmon stays crispy throughout the cooking process without sticking to the grill. Winner!"
"Farro, Mushroom, and Spinach Soup","35 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Quick and simple vegetarian dinner of grains, mushrooms, and spinach. Great for lunch, too! 30-minute one-pot meal."
"Spicy Grilled Chicken Tacos","35 min","https://www.simplyrecipes.com/author/sally-vargas/","","Spicy grilled chicken tacos! Quick marinade, then grill. Ready in about 30 minutes. Great for a quick weeknight dinner, backyard cookouts, and tailgate parties."
"Fresh Salmon Cakes with Spicy Mayo","35 min","https://www.simplyrecipes.com/author/sheryl-julian/","","Fish cakes made with fresh-cooked salmon! So incredibly tender and flavorful, especially with spicy mayo sauce! Great way to use up leftover salmon, too."
"Chinese Smashed Cucumber Chicken Salad","35 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Low Carb, Paleo","This Chinese smashed cucumber salad with bits of shredded chicken is so fast and easy. Great for hot summer nights."
"How to Do a New England Clambake at Home","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free","You don't need to be in Cape Cod in order to make this clambake. Just follow these instructions for a one-pot clambake, New England style, in the comfort of your own home."
"Zucchini Noodle Chicken Pesto Bowl","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Quick and easy, sautéed zucchini noodles tossed with pesto, chicken and tomatoes."
"Turkey Tacos with Cranberry Salsa","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Turkey tacos recipe with cranberry salsa! Another great way to use up Thanksgiving turkey leftovers."
"Happy Shrimp Stir Fry","25 min","https://www.simplyrecipes.com/author/jaden-hair/","Gluten-Free","A favorite dish for Chinese New Year, shrimp stir-fried in a sauce of ketchup, rice vinegar, sesame oil, sugar, and broth, and served on a bed of lettuce."
"Cheese Tacos","10 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Simple and easy cheese tacos recipe, made with corn tortillas, fried in a little butter, folded over grated cheddar or Monterey Jack cheese.  Also known as quesadillas."
"Jim’s Famous Hamburger","","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb","Juicy, grilled hamburger recipe seasoned with fresh rosemary and A1 sauce and topped with lettuce, tomato, onions, and avocado."
"Angel Hair Pasta with Quick Cherry Tomato Sauce","20 min","https://www.simplyrecipes.com/author/sheryl-julian/","Vegetarian","This Angel Hair Pasta with Cherry Tomato Sauce is so quick and easy! Ready in about 20 minutes flat, and SO GOOD! Best with fresh summer cherry tomatoes."
"Chicken with Goat Cheese and Arugula","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Skinless, boneless chicken breasts, pounded thin, wrapped around an arugula and goat cheese stuffing and roasted."
"Moroccan-Spiced Sweet Potato and Chickpea Stew","40 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Vegan, Vegetarian","Moroccan-spiced vegetable and chickpea stew seasoned with ras el hanout spice mix (cumin, coriander, ginger, and cinnamon). Vegan and gluten-free. 30-minute cooking time."
"Soba Noodle Bowls with Spinach and Poached Eggs","25 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","EASY and FAST Soba Noodle Bowls. With spinach, poached eggs, and sesame seeds. 20 minutes to make."
"Baked Tilapia with Sun-dried Tomato Parmesan Crust","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Easy baked tilapia fillets with sun-dried tomato, Parmesan, breadcrumb crust, and optional berry sauce."
"Chicken Mango Lettuce Wraps","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Chicken Mango Lettuce wraps are light and nourishing, made with stir fried chicken, shiitake mushrooms, and diced mango, served in wraps of lettuce!"
"Crispy Curried Chicken Thighs with Wilted Greens","30 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Paleo","Crispy curried chicken thighs! Serve with quick-sautéed onions and wilted greens. Easy 30 minute meal. Gluten-free and paleo."
"Chicken with Creamy Cassis Sauce","25 min","https://www.simplyrecipes.com/author/elise-bauer/","","Chicken with Creamy Cassis Sauce! Chicken breasts lightly sautéed and served with a sauce made with cream, white wine, and creme de cassis, a liqueur made from blackcurrants."
"Sesame Chicken Fingers with Spicy Orange Dipping Sauce","45 min","https://www.simplyrecipes.com/author/elise-bauer/","","Chicken fingers, tenders marinated in buttermilk, breaded with panko and sesame seeds, baked, served with spicy orange sauce"
"Citrus Pork with Egg Noodles","35 min","https://www.simplyrecipes.com/author/elise-bauer/","","Citrus Pork with Egg Noodles is quick and easy, perfect for a midweek dinner! With strips of pork loin sautéed with cumin and garlic, served in a citrusy sauce with carrots and egg noodles."
"Lemony Spaghetti with Peas and Ricotta","35 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Lemony Spaghetti with Peas and Ricotta! Mix up your pasta night routine with this recipe! Comes together quickly with just a few ingredients."
"Miso Glazed Chicken Wings","40 min","https://www.simplyrecipes.com/author/megan-keno/","Low Carb","Quick and easy miso glazed chicken wings, perfect for game day or a fun weeknight dinner!"
"Pork Mango Picadillo","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Spicy ground pork with mango, almonds, and cilantro. Perfect over rice!"
"Fattoush Bread Salad","30 min","https://www.simplyrecipes.com/author/sheryl-julian/","Vegetarian","Easy Middle Eastern fattoush! Crispy pita chips, fresh vegetables, and a tangy dressing. 30 minutes."
"Chicken and Avocado Salad with Buttermilk Dressing","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","This simple, satisfying salad is the perfect way to use up leftover chicken. Top it with a zingy buttermilk dressing and a wedge if garlicky toast!"
"Flank Steak with Orange and Avocado Salsa","21 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free","Switch up your dinner routine this flank steak and citrus-avocado salsa! It's easy to make on the stovetop or on a grill, and feeds the whole family. Serve as tacos or over salad greens."
"Buffalo Cauliflower Tacos with Ranch Sauce","25 min","https://www.simplyrecipes.com/author/erin-alderson/","Dairy-Free, Vegan, Vegetarian","These Buffalo Cauliflower Tacos are a great meat-free main—all the flavor of buffalo wings, but made with cauliflower! Top these easy tacos with vegan ranch dressing and serve."
"Whole Wheat Pasta with Kale Pesto","30 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","This Whole Wheat Pasta with Kale Pesto is a quick and easy meatless dinner! Make your pesto with cashews for extra creaminess. Blanching the kale also helps keep the pesto green."
"Texas Stacked Enchiladas with Corn and Black Beans","35 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Think of these as a deconstructed enchilada: warm corn tortillas layered with sweet corn, black beans, cheese, and spicy salsa. They're quicker and easier than traditional enchiladas, great for a weeknight meal!"
"Pork Chops with Sweet and Sour Sauce","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free","Quick and easy pork chops with a sweet and sour sauce made with red currant jelly and Dijon mustard. 25 minutes start to finish!"
"Swordfish with Smoked Paprika","20 min","https://www.simplyrecipes.com/author/hank-shaw/","","Chunks of swordfish sautéed with fresh tomatoes, smoked paprika and pine nuts."
"Grilled Fish Tacos with Strawberry Pineapple Salsa","40 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Paleo","Grilled Fish Tacos topped with a sweet and tangy Strawberry Pineapple Salsa! This is the perfect summer meal: light, fresh, and fast. Great for a party."
"Spicy Grilled Turkey Burger with Coleslaw","","https://www.simplyrecipes.com/author/elise-bauer/","","Spicy grilled turkey burger served with tomatoes, sweet pickles, and coleslaw.  Not your everyday turkey burger, these have fresh chives, bread crumbs, basil and Tabasco sauce."
"Chicken Marsala with Pancetta and Cream","40 min","https://www.simplyrecipes.com/author/elise-bauer/","Low Carb","This Chicken Marsala is so creamy, and so good! Learn how to make Chicken Marsala with breaded chicken cutlets in a Marsala wine, pancetta, and cream sauce. The secret is in the pancetta!"
"Grilled Salsa Verde Chicken","1 hr, 35 min","https://www.simplyrecipes.com/author/sally-vargas/","Paleo","Hot summer weather just begs for easy, fast meals on the grill, and this Salsa Verde Chicken is exactly that. With homemade or store-bought salsa verde, they require almost zero effort but deliver big flavor."
"One-Pan Roasted Harissa Salmon with Vegetables","30 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Low Carb","One-pan roasted salmon, rubbed with Moroccan harissa spice, roasted with green beans, bell peppers, and cherry tomatoes. Easy and elegant!"
"Rosemary Chicken Skewers with Berry Sauce","1 hr, 40 min","https://www.simplyrecipes.com/author/garrett-mccord/","Gluten-Free","Marinated in rosemary, these sweet and savory grilled chicken skewers are served with a delicious blackberry sauce. How to make chicken skewers that are equally unexpected and delicious."
"Ginger Chicken with Almonds","30 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Low Carb","Delicious ginger chicken! Chicken strips, marinated in coriander and ginger, stir-fried with scallions and ginger, served mixed with mango chutney and topped with toasted almonds."
"Sautéed Shrimp with Tropical Fruit Salsa","25 min","https://www.simplyrecipes.com/author/jaden-hair/","Gluten-Free","Sautéed shrimp topped with a mango pineapple kiwi salsa and toasted coconut flakes. 1 pot and takes only 25 minutes to make!"
"Pasta with Artichoke Hearts, Sun Dried Tomatoes, and Toasted Almonds","25 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Vegan, Vegetarian","Fusilli pasta tossed with marinated artichoke hearts, sun-dried tomatoes, and toasted almonds."
